pixel	slot	asic	channel	tmpix	row	col	sipmpix	triggerpatch	hvpatch	superpixel	xpix	ypix
1574	24	2	6	38	30	15	56	9	9	393	-0.0582382	0.0425968
1575	24	2	7	39	31	14	63	9	9	393	-0.0646036	0.0489945
1576	24	2	8	40	31	13	62	10	10	394	-0.0709828	0.0489945
1577	24	2	9	41	30	12	53	10	10	394	-0.0773756	0.0425968
1578	24	2	10	42	30	13	54	10	10	394	-0.0709965	0.0425968
1579	24	2	11	43	31	12	61	10	10	394	-0.0773619	0.0489945
1580	24	2	12	44	29	15	48	11	11	395	-0.0582520	0.0361991
1581	24	2	13	45	28	15	40	11	11	395	-0.0582657	0.0298013
1582	24	2	14	46	29	14	47	11	11	395	-0.0646311	0.0361991
1583	24	2	15	47	28	14	39	11	11	395	-0.0646448	0.0298013
1584	24	3	0	48	24	14	7	12	12	396	-0.0646998	0.0042104
1585	24	3	1	49	24	15	8	12	12	396	-0.0583207	0.0042104
1586	24	3	2	50	25	14	15	12	12	396	-0.0646861	0.0106081
1587	24	3	3	51	25	15	16	12	12	396	-0.0583069	0.0106081
1588	24	3	4	52	26	14	23	13	13	397	-0.0646723	0.0170059
1589	24	3	5	53	27	14	31	13	13	397	-0.0646586	0.0234036
1590	24	3	6	54	26	15	24	13	13	397	-0.0582932	0.0170059
1591	24	3	7	55	27	15	32	13	13	397	-0.0582795	0.0234036
1592	24	3	8	56	25	12	13	14	14	398	-0.0774443	0.0106081
1593	24	3	9	57	25	13	14	14	14	398	-0.0710652	0.0106081
1594	24	3	10	58	24	12	5	14	14	398	-0.0774581	0.0042104
1595	24	3	11	59	24	13	6	14	14	398	-0.0710790	0.0042104
1596	24	3	12	60	27	12	29	15	15	399	-0.0774169	0.0234036
1597	24	3	13	61	26	12	21	15	15	399	-0.0774306	0.0170059
1598	24	3	14	62	27	13	30	15	15	399	-0.0710377	0.0234036
1599	24	3	15	63	26	13	22	15	15	399	-0.0710515	0.0170059
1600	25	0	0	0	16	13	59	0	0	400	-0.0709828	-0.0489945
1601	25	0	1	1	16	12	60	0	0	400	-0.0773619	-0.0489945
1602	25	0	2	2	17	13	51	0	0	400	-0.0709965	-0.0425968
1603	25	0	3	3	17	12	52	0	0	400	-0.0773756	-0.0425968
1604	25	0	4	4	17	14	50	1	1	401	-0.0646174	-0.0425968
1605	25	0	5	5	17	15	49	1	1	401	-0.0582382	-0.0425968
1606	25	0	6	6	16	15	57	1	1	401	-0.0582245	-0.0489945
1607	25	0	7	7	16	14	58	1	1	401	-0.0646036	-0.0489945
1608	25	0	8	8	18	12	44	2	2	402	-0.0773894	-0.0361991
1609	25	0	9	9	19	12	36	2	2	402	-0.0774031	-0.0298013
1610	25	0	10	10	19	13	35	2	2	402	-0.0710240	-0.0298013
1611	25	0	11	11	18	13	43	2	2	402	-0.0710102	-0.0361991
1612	25	0	12	12	19	14	34	3	3	403	-0.0646448	-0.0298013
1613	25	0	13	13	19	15	33	3	3	403	-0.0582657	-0.0298013
1614	25	0	14	14	18	15	41	3	3	403	-0.0582520	-0.0361991
1615	25	0	15	15	18	14	42	3	3	403	-0.0646311	-0.0361991
1616	25	1	0	16	21	14	18	4	4	404	-0.0646723	-0.0170059
1617	25	1	1	17	20	14	26	4	4	404	-0.0646586	-0.0234036
1618	25	1	2	18	20	15	25	4	4	404	-0.0582795	-0.0234036
1619	25	1	3	19	21	15	17	4	4	404	-0.0582932	-0.0170059
1620	25	1	4	20	20	12	28	5	5	405	-0.0774169	-0.0234036
1621	25	1	5	21	21	13	19	5	5	405	-0.0710515	-0.0170059
1622	25	1	6	22	21	12	20	5	5	405	-0.0774306	-0.0170059
1623	25	1	7	23	20	13	27	5	5	405	-0.0710377	-0.0234036
1624	25	1	8	24	23	14	2	6	6	406	-0.0646998	-0.0042104
1625	25	1	9	25	23	15	1	6	6	406	-0.0583207	-0.0042104
1626	25	1	10	26	22	15	9	6	6	406	-0.0583069	-0.0106081
1627	25	1	11	27	22	14	10	6	6	406	-0.0646861	-0.0106081
1628	25	1	12	28	23	12	4	7	7	407	-0.0774581	-0.0042104
1629	25	1	13	29	22	12	12	7	7	407	-0.0774443	-0.0106081
1630	25	1	14	30	23	13	3	7	7	407	-0.0710790	-0.0042104
1631	25	1	15	31	22	13	11	7	7	407	-0.0710652	-0.0106081
1632	25	2	0	32	18	11	45	8	8	408	-0.0837685	-0.0361991
1633	25	2	1	33	19	11	37	8	8	408	-0.0837823	-0.0298013
1634	25	2	2	34	19	10	38	8	8	408	-0.0901614	-0.0298013
1635	25	2	3	35	18	10	46	8	8	408	-0.0901477	-0.0361991
1636	25	2	4	36	17	9	55	9	9	409	-0.0965131	-0.0425968
1637	25	2	5	37	16	8	64	9	9	409	-0.1028785	-0.0489945
1638	25	2	6	38	17	8	56	9	9	409	-0.1028922	-0.0425968
1639	25	2	7	39	16	9	63	9	9	409	-0.0964993	-0.0489945
1640	25	2	8	40	16	10	62	10	10	410	-0.0901202	-0.0489945
1641	25	2	9	41	17	11	53	10	10	410	-0.0837548	-0.0425968
1642	25	2	10	42	17	10	54	10	10	410	-0.0901339	-0.0425968
1643	25	2	11	43	16	11	61	10	10	410	-0.0837410	-0.0489945
1644	25	2	12	44	18	8	48	11	11	411	-0.1029059	-0.0361991
1645	25	2	13	45	19	8	40	11	11	411	-0.1029197	-0.0298013
1646	25	2	14	46	18	9	47	11	11	411	-0.0965268	-0.0361991
1647	25	2	15	47	19	9	39	11	11	411	-0.0965405	-0.0298013
1648	25	3	0	48	23	9	7	12	12	412	-0.0965955	-0.0042104
1649	25	3	1	49	23	8	8	12	12	412	-0.1029746	-0.0042104
1650	25	3	2	50	22	9	15	12	12	412	-0.0965818	-0.0106081
1651	25	3	3	51	22	8	16	12	12	412	-0.1029609	-0.0106081
1652	25	3	4	52	21	9	23	13	13	413	-0.0965680	-0.0170059
1653	25	3	5	53	20	9	31	13	13	413	-0.0965543	-0.0234036
1654	25	3	6	54	21	8	24	13	13	413	-0.1029472	-0.0170059
1655	25	3	7	55	20	8	32	13	13	413	-0.1029334	-0.0234036
1656	25	3	8	56	22	11	13	14	14	414	-0.0838235	-0.0106081
1657	25	3	9	57	22	10	14	14	14	414	-0.0902026	-0.0106081
1658	25	3	10	58	23	11	5	14	14	414	-0.0838372	-0.0042104
1659	25	3	11	59	23	10	6	14	14	414	-0.0902164	-0.0042104
1660	25	3	12	60	20	11	29	15	15	415	-0.0837960	-0.0234036
1661	25	3	13	61	21	11	21	15	15	415	-0.0838097	-0.0170059
1662	25	3	14	62	20	10	30	15	15	415	-0.0901751	-0.0234036
1663	25	3	15	63	21	10	22	15	15	415	-0.0901889	-0.0170059
1664	26	0	0	0	15	10	59	0	0	416	-0.0900841	-0.0573923
1665	26	0	1	1	15	11	60	0	0	416	-0.0837049	-0.0573923
1666	26	0	2	2	14	10	51	0	0	416	-0.0900429	-0.0637719
1667	26	0	3	3	14	11	52	0	0	416	-0.0836638	-0.0637719
1668	26	0	4	4	14	9	50	1	1	417	-0.0964220	-0.0637719
1669	26	0	5	5	14	8	49	1	1	417	-0.1028012	-0.0637719
1670	26	0	6	6	15	8	57	1	1	417	-0.1028424	-0.0573923
1671	26	0	7	7	15	9	58	1	1	417	-0.0964632	-0.0573923
1672	26	0	8	8	13	11	44	2	2	418	-0.0836226	-0.0701515
1673	26	0	9	9	12	11	36	2	2	418	-0.0835814	-0.0765311
1674	26	0	10	10	12	10	35	2	2	418	-0.0899605	-0.0765311
1675	26	0	11	11	13	10	43	2	2	418	-0.0900017	-0.0701515
1676	26	0	12	12	12	9	34	3	3	419	-0.0963397	-0.0765311
1677	26	0	13	13	12	8	33	3	3	419	-0.1027188	-0.0765311
1678	26	0	14	14	13	8	41	3	3	419	-0.1027600	-0.0701515
1679	26	0	15	15	13	9	42	3	3	419	-0.0963808	-0.0701515
1680	26	1	0	16	10	9	18	4	4	420	-0.0962573	-0.0892903
1681	26	1	1	17	11	9	26	4	4	420	-0.0962985	-0.0829107
1682	26	1	2	18	11	8	25	4	4	420	-0.1026776	-0.0829107
1683	26	1	3	19	10	8	17	4	4	420	-0.1026364	-0.0892903
1684	26	1	4	20	11	11	28	5	5	421	-0.0835402	-0.0829107
1685	26	1	5	21	10	10	19	5	5	421	-0.0898782	-0.0892903
1686	26	1	6	22	10	11	20	5	5	421	-0.0834990	-0.0892903
1687	26	1	7	23	11	10	27	5	5	421	-0.0899193	-0.0829107
1688	26	1	8	24	8	9	2	6	6	422	-0.0961749	-0.1020495
1689	26	1	9	25	8	8	1	6	6	422	-0.1025541	-0.1020495
1690	26	1	10	26	9	8	9	6	6	422	-0.1025952	-0.0956699
1691	26	1	11	27	9	9	10	6	6	422	-0.0962161	-0.0956699
1692	26	1	12	28	8	11	4	7	7	423	-0.0834166	-0.1020495
1693	26	1	13	29	9	11	12	7	7	423	-0.0834578	-0.0956699
1694	26	1	14	30	8	10	3	7	7	423	-0.0897958	-0.1020495
1695	26	1	15	31	9	10	11	7	7	423	-0.0898370	-0.0956699
1696	26	2	0	32	13	12	45	8	8	424	-0.0772434	-0.0701515
1697	26	2	1	33	12	12	37	8	8	424	-0.0772022	-0.0765311
1698	26	2	2	34	12	13	38	8	8	424	-0.0708231	-0.0765311
1699	26	2	3	35	13	13	46	8	8	424	-0.0708643	-0.0701515
1700	26	2	4	36	14	14	55	9	9	425	-0.0645263	-0.0637719
1701	26	2	5	37	15	15	64	9	9	425	-0.0581884	-0.0573923
1702	26	2	6	38	14	15	56	9	9	425	-0.0581472	-0.0637719
1703	26	2	7	39	15	14	63	9	9	425	-0.0645675	-0.0573923
1704	26	2	8	40	15	13	62	10	10	426	-0.0709467	-0.0573923
1705	26	2	9	41	14	12	53	10	10	426	-0.0772846	-0.0637719
1706	26	2	10	42	14	13	54	10	10	426	-0.0709055	-0.0637719
1707	26	2	11	43	15	12	61	10	10	426	-0.0773258	-0.0573923
1708	26	2	12	44	13	15	48	11	11	427	-0.0581060	-0.0701515
1709	26	2	13	45	12	15	40	11	11	427	-0.0580648	-0.0765311
1710	26	2	14	46	13	14	47	11	11	427	-0.0644852	-0.0701515
1711	26	2	15	47	12	14	39	11	11	427	-0.0644440	-0.0765311
1712	26	3	0	48	8	14	7	12	12	428	-0.0642792	-0.1020495
1713	26	3	1	49	8	15	8	12	12	428	-0.0579001	-0.1020495
1714	26	3	2	50	9	14	15	12	12	428	-0.0643204	-0.0956699
1715	26	3	3	51	9	15	16	12	12	428	-0.0579413	-0.0956699
1716	26	3	4	52	10	14	23	13	13	429	-0.0643616	-0.0892903
1717	26	3	5	53	11	14	31	13	13	429	-0.0644028	-0.0829107
1718	26	3	6	54	10	15	24	13	13	429	-0.0579825	-0.0892903
1719	26	3	7	55	11	15	32	13	13	429	-0.0580236	-0.0829107
1720	26	3	8	56	9	12	13	14	14	430	-0.0770787	-0.0956699
1721	26	3	9	57	9	13	14	14	14	430	-0.0706996	-0.0956699
1722	26	3	10	58	8	12	5	14	14	430	-0.0770375	-0.1020495
1723	26	3	11	59	8	13	6	14	14	430	-0.0706584	-0.1020495
1724	26	3	12	60	11	12	29	15	15	431	-0.0771611	-0.0829107
1725	26	3	13	61	10	12	21	15	15	431	-0.0771199	-0.0892903
1726	26	3	14	62	11	13	30	15	15	431	-0.0707819	-0.0829107
1727	26	3	15	63	10	13	22	15	15	431	-0.0707407	-0.0892903
1728	27	0	0	0	0	13	59	0	0	432	-0.0701067	-0.1548154
1729	27	0	1	1	0	12	60	0	0	432	-0.0764858	-0.1548154
1730	27	0	2	2	1	13	51	0	0	432	-0.0701752	-0.1484720
1731	27	0	3	3	1	12	52	0	0	432	-0.0765543	-0.1484720
1732	27	0	4	4	1	14	50	1	1	433	-0.0637961	-0.1484720
1733	27	0	5	5	1	15	49	1	1	433	-0.0574169	-0.1484720
1734	27	0	6	6	0	15	57	1	1	433	-0.0573484	-0.1548154
1735	27	0	7	7	0	14	58	1	1	433	-0.0637276	-0.1548154
1736	27	0	8	8	2	12	44	2	2	434	-0.0766228	-0.1421286
1737	27	0	9	9	3	12	36	2	2	434	-0.0766914	-0.1357852
1738	27	0	10	10	3	13	35	2	2	434	-0.0703122	-0.1357852
1739	27	0	11	11	2	13	43	2	2	434	-0.0702437	-0.1421286
1740	27	0	12	12	3	14	34	3	3	435	-0.0639331	-0.1357852
1741	27	0	13	13	3	15	33	3	3	435	-0.0575539	-0.1357852
1742	27	0	14	14	2	15	41	3	3	435	-0.0574854	-0.1421286
1743	27	0	15	15	2	14	42	3	3	435	-0.0638646	-0.1421286
1744	27	1	0	16	5	14	18	4	4	436	-0.0640701	-0.1230984
1745	27	1	1	17	4	14	26	4	4	436	-0.0640016	-0.1294418
1746	27	1	2	18	4	15	25	4	4	436	-0.0576225	-0.1294418
1747	27	1	3	19	5	15	17	4	4	436	-0.0576910	-0.1230984
1748	27	1	4	20	4	12	28	5	5	437	-0.0767599	-0.1294418
1749	27	1	5	21	5	13	19	5	5	437	-0.0704492	-0.1230984
1750	27	1	6	22	5	12	20	5	5	437	-0.0768284	-0.1230984
1751	27	1	7	23	4	13	27	5	5	437	-0.0703807	-0.1294418
1752	27	1	8	24	7	14	2	6	6	438	-0.0642071	-0.1104116
1753	27	1	9	25	7	15	1	6	6	438	-0.0578280	-0.1104116
1754	27	1	10	26	6	15	9	6	6	438	-0.0577595	-0.1167550
1755	27	1	11	27	6	14	10	6	6	438	-0.0641386	-0.1167550
1756	27	1	12	28	7	12	4	7	7	439	-0.0769654	-0.1104116
1757	27	1	13	29	6	12	12	7	7	439	-0.0768969	-0.1167550
1758	27	1	14	30	7	13	3	7	7	439	-0.0705863	-0.1104116
1759	27	1	15	31	6	13	11	7	7	439	-0.0705178	-0.1167550
1760	27	2	0	32	2	11	45	8	8	440	-0.0830020	-0.1421286
1761	27	2	1	33	3	11	37	8	8	440	-0.0830705	-0.1357852
1762	27	2	2	34	3	10	38	8	8	440	-0.0894496	-0.1357852
1763	27	2	3	35	2	10	46	8	8	440	-0.0893811	-0.1421286
1764	27	2	4	36	1	9	55	9	9	441	-0.0956918	-0.1484720
1765	27	2	5	37	0	8	64	9	9	441	-0.1020024	-0.1548154
1766	27	2	6	38	1	8	56	9	9	441	-0.1020709	-0.1484720
1767	27	2	7	39	0	9	63	9	9	441	-0.0956232	-0.1548154
1768	27	2	8	40	0	10	62	10	10	442	-0.0892441	-0.1548154
1769	27	2	9	41	1	11	53	10	10	442	-0.0829335	-0.1484720
1770	27	2	10	42	1	10	54	10	10	442	-0.0893126	-0.1484720
1771	27	2	11	43	0	11	61	10	10	442	-0.0828650	-0.1548154
1772	27	2	12	44	2	8	48	11	11	443	-0.1021394	-0.1421286
1773	27	2	13	45	3	8	40	11	11	443	-0.1022079	-0.1357852
1774	27	2	14	46	2	9	47	11	11	443	-0.0957603	-0.1421286
1775	27	2	15	47	3	9	39	11	11	443	-0.0958288	-0.1357852
1776	27	3	0	48	7	9	7	12	12	444	-0.0961028	-0.1104116
1777	27	3	1	49	7	8	8	12	12	444	-0.1024820	-0.1104116
1778	27	3	2	50	6	9	15	12	12	444	-0.0960343	-0.1167550
1779	27	3	3	51	6	8	16	12	12	444	-0.1024134	-0.1167550
1780	27	3	4	52	5	9	23	13	13	445	-0.0959658	-0.1230984
1781	27	3	5	53	4	9	31	13	13	445	-0.0958973	-0.1294418
1782	27	3	6	54	5	8	24	13	13	445	-0.1023449	-0.1230984
1783	27	3	7	55	4	8	32	13	13	445	-0.1022764	-0.1294418
1784	27	3	8	56	6	11	13	14	14	446	-0.0832760	-0.1167550
1785	27	3	9	57	6	10	14	14	14	446	-0.0896552	-0.1167550
1786	27	3	10	58	7	11	5	14	14	446	-0.0833445	-0.1104116
1787	27	3	11	59	7	10	6	14	14	446	-0.0897237	-0.1104116
1788	27	3	12	60	4	11	29	15	15	447	-0.0831390	-0.1294418
1789	27	3	13	61	5	11	21	15	15	447	-0.0832075	-0.1230984
1790	27	3	14	62	4	10	30	15	15	447	-0.0895181	-0.1294418
1791	27	3	15	63	5	10	22	15	15	447	-0.0895867	-0.1230984
1792	28	0	0	0	32	5	59	0	0	448	-0.1244198	0.0573923
1793	28	0	1	1	32	4	60	0	0	448	-0.1307619	0.0573923
1794	28	0	2	2	33	5	51	0	0	448	-0.1243513	0.0637719
1795	28	0	3	3	33	4	52	0	0	448	-0.1306934	0.0637719
1796	28	0	4	4	33	6	50	1	1	449	-0.1180092	0.0637719
1797	28	0	5	5	33	7	49	1	1	449	-0.1116671	0.0637719
1798	28	0	6	6	32	7	57	1	1	449	-0.1117356	0.0573923
1799	28	0	7	7	32	6	58	1	1	449	-0.1180777	0.0573923
1800	28	0	8	8	34	4	44	2	2	450	-0.1306249	0.0701515
1801	28	0	9	9	35	4	36	2	2	450	-0.1305564	0.0765311
1802	28	0	10	10	35	5	35	2	2	450	-0.1242143	0.0765311
1803	28	0	11	11	34	5	43	2	2	450	-0.1242828	0.0701515
1804	28	0	12	12	35	6	34	3	3	451	-0.1178722	0.0765311
1805	28	0	13	13	35	7	33	3	3	451	-0.1115301	0.0765311
1806	28	0	14	14	34	7	41	3	3	451	-0.1115986	0.0701515
1807	28	0	15	15	34	6	42	3	3	451	-0.1179407	0.0701515
1808	28	1	0	16	37	6	18	4	4	452	-0.1177352	0.0892903
1809	28	1	1	17	36	6	26	4	4	452	-0.1178037	0.0829107
1810	28	1	2	18	36	7	25	4	4	452	-0.1114616	0.0829107
1811	28	1	3	19	37	7	17	4	4	452	-0.1113930	0.0892903
1812	28	1	4	20	36	4	28	5	5	453	-0.1304879	0.0829107
1813	28	1	5	21	37	5	19	5	5	453	-0.1240773	0.0892903
1814	28	1	6	22	37	4	20	5	5	453	-0.1304194	0.0892903
1815	28	1	7	23	36	5	27	5	5	453	-0.1241458	0.0829107
1816	28	1	8	24	39	6	2	6	6	454	-0.1175981	0.1020495
1817	28	1	9	25	39	7	1	6	6	454	-0.1112560	0.1020495
1818	28	1	10	26	38	7	9	6	6	454	-0.1113245	0.0956699
1819	28	1	11	27	38	6	10	6	6	454	-0.1176666	0.0956699
1820	28	1	12	28	39	4	4	7	7	455	-0.1302823	0.1020495
1821	28	1	13	29	38	4	12	7	7	455	-0.1303509	0.0956699
1822	28	1	14	30	39	5	3	7	7	455	-0.1239402	0.1020495
1823	28	1	15	31	38	5	11	7	7	455	-0.1240087	0.0956699
1824	28	2	0	32	34	3	45	8	8	456	-0.1369670	0.0701515
1825	28	2	1	33	35	3	37	8	8	456	-0.1368985	0.0765311
1826	28	2	2	34	35	2	38	8	8	456	-0.1432406	0.0765311
1827	28	2	3	35	34	2	46	8	8	456	-0.1433091	0.0701515
1828	28	2	4	36	33	1	55	9	9	457	-0.1497197	0.0637719
1829	28	2	5	37	32	0	64	9	9	457	-0.1561303	0.0573923
1830	28	2	6	38	33	0	56	9	9	457	-0.1560618	0.0637719
1831	28	2	7	39	32	1	63	9	9	457	-0.1497882	0.0573923
1832	28	2	8	40	32	2	62	10	10	458	-0.1434461	0.0573923
1833	28	2	9	41	33	3	53	10	10	458	-0.1370355	0.0637719
1834	28	2	10	42	33	2	54	10	10	458	-0.1433776	0.0637719
1835	28	2	11	43	32	3	61	10	10	458	-0.1371040	0.0573923
1836	28	2	12	44	34	0	48	11	11	459	-0.1559933	0.0701515
1837	28	2	13	45	35	0	40	11	11	459	-0.1559248	0.0765311
1838	28	2	14	46	34	1	47	11	11	459	-0.1496512	0.0701515
1839	28	2	15	47	35	1	39	11	11	459	-0.1495827	0.0765311
1840	28	3	0	48	39	1	7	12	12	460	-0.1493087	0.1020495
1841	28	3	1	49	39	0	8	12	12	460	-0.1556508	0.1020495
1842	28	3	2	50	38	1	15	12	12	460	-0.1493772	0.0956699
1843	28	3	3	51	38	0	16	12	12	460	-0.1557193	0.0956699
1844	28	3	4	52	37	1	23	13	13	461	-0.1494457	0.0892903
1845	28	3	5	53	36	1	31	13	13	461	-0.1495142	0.0829107
1846	28	3	6	54	37	0	24	13	13	461	-0.1557878	0.0892903
1847	28	3	7	55	36	0	32	13	13	461	-0.1558563	0.0829107
1848	28	3	8	56	38	3	13	14	14	462	-0.1366930	0.0956699
1849	28	3	9	57	38	2	14	14	14	462	-0.1430351	0.0956699
1850	28	3	10	58	39	3	5	14	14	462	-0.1366245	0.1020495
1851	28	3	11	59	39	2	6	14	14	462	-0.1429666	0.1020495
1852	28	3	12	60	36	3	29	15	15	463	-0.1368300	0.0829107
1853	28	3	13	61	37	3	21	15	15	463	-0.1367615	0.0892903
1854	28	3	14	62	36	2	30	15	15	463	-0.1431721	0.0829107
1855	28	3	15	63	37	2	22	15	15	463	-0.1431036	0.0892903
1856	29	0	0	0	31	2	59	0	0	464	-0.1435062	0.0489945
1857	29	0	1	1	31	3	60	0	0	464	-0.1371641	0.0489945
1858	29	0	2	2	30	2	51	0	0	464	-0.1435290	0.0425968
1859	29	0	3	3	30	3	52	0	0	464	-0.1371869	0.0425968
1860	29	0	4	4	30	1	50	1	1	465	-0.1498711	0.0425968
1861	29	0	5	5	30	0	49	1	1	465	-0.1562132	0.0425968
1862	29	0	6	6	31	0	57	1	1	465	-0.1561904	0.0489945
1863	29	0	7	7	31	1	58	1	1	465	-0.1498483	0.0489945
1864	29	0	8	8	29	3	44	2	2	466	-0.1372098	0.0361991
1865	29	0	9	9	28	3	36	2	2	466	-0.1372326	0.0298013
1866	29	0	10	10	28	2	35	2	2	466	-0.1435747	0.0298013
1867	29	0	11	11	29	2	43	2	2	466	-0.1435519	0.0361991
1868	29	0	12	12	28	1	34	3	3	467	-0.1499168	0.0298013
1869	29	0	13	13	28	0	33	3	3	467	-0.1562590	0.0298013
1870	29	0	14	14	29	0	41	3	3	467	-0.1562361	0.0361991
1871	29	0	15	15	29	1	42	3	3	467	-0.1498940	0.0361991
1872	29	1	0	16	26	1	18	4	4	468	-0.1499626	0.0170059
1873	29	1	1	17	27	1	26	4	4	468	-0.1499397	0.0234036
1874	29	1	2	18	27	0	25	4	4	468	-0.1562818	0.0234036
1875	29	1	3	19	26	0	17	4	4	468	-0.1563047	0.0170059
1876	29	1	4	20	27	3	28	5	5	469	-0.1372555	0.0234036
1877	29	1	5	21	26	2	19	5	5	469	-0.1436205	0.0170059
1878	29	1	6	22	26	3	20	5	5	469	-0.1372784	0.0170059
1879	29	1	7	23	27	2	27	5	5	469	-0.1435976	0.0234036
1880	29	1	8	24	24	1	2	6	6	470	-0.1500083	0.0042104
1881	29	1	9	25	24	0	1	6	6	470	-0.1563504	0.0042104
1882	29	1	10	26	25	0	9	6	6	470	-0.1563275	0.0106081
1883	29	1	11	27	25	1	10	6	6	470	-0.1499854	0.0106081
1884	29	1	12	28	24	3	4	7	7	471	-0.1373241	0.0042104
1885	29	1	13	29	25	3	12	7	7	471	-0.1373012	0.0106081
1886	29	1	14	30	24	2	3	7	7	471	-0.1436662	0.0042104
1887	29	1	15	31	25	2	11	7	7	471	-0.1436433	0.0106081
1888	29	2	0	32	29	4	45	8	8	472	-0.1308677	0.0361991
1889	29	2	1	33	28	4	37	8	8	472	-0.1308905	0.0298013
1890	29	2	2	34	28	5	38	8	8	472	-0.1245484	0.0298013
1891	29	2	3	35	29	5	46	8	8	472	-0.1245256	0.0361991
1892	29	2	4	36	30	6	55	9	9	473	-0.1181606	0.0425968
1893	29	2	5	37	31	7	64	9	9	473	-0.1117956	0.0489945
1894	29	2	6	38	30	7	56	9	9	473	-0.1118185	0.0425968
1895	29	2	7	39	31	6	63	9	9	473	-0.1181377	0.0489945
1896	29	2	8	40	31	5	62	10	10	474	-0.1244799	0.0489945
1897	29	2	9	41	30	4	53	10	10	474	-0.1308448	0.0425968
1898	29	2	10	42	30	5	54	10	10	474	-0.1245027	0.0425968
1899	29	2	11	43	31	4	61	10	10	474	-0.1308220	0.0489945
1900	29	2	12	44	29	7	48	11	11	475	-0.1118414	0.0361991
1901	29	2	13	45	28	7	40	11	11	475	-0.1118642	0.0298013
1902	29	2	14	46	29	6	47	11	11	475	-0.1181835	0.0361991
1903	29	2	15	47	28	6	39	11	11	475	-0.1182063	0.0298013
1904	29	3	0	48	24	6	7	12	12	476	-0.1182978	0.0042104
1905	29	3	1	49	24	7	8	12	12	476	-0.1119556	0.0042104
1906	29	3	2	50	25	6	15	12	12	476	-0.1182749	0.0106081
1907	29	3	3	51	25	7	16	12	12	476	-0.1119328	0.0106081
1908	29	3	4	52	26	6	23	13	13	477	-0.1182520	0.0170059
1909	29	3	5	53	27	6	31	13	13	477	-0.1182292	0.0234036
1910	29	3	6	54	26	7	24	13	13	477	-0.1119099	0.0170059
1911	29	3	7	55	27	7	32	13	13	477	-0.1118871	0.0234036
1912	29	3	8	56	25	4	13	14	14	478	-0.1309591	0.0106081
1913	29	3	9	57	25	5	14	14	14	478	-0.1246170	0.0106081
1914	29	3	10	58	24	4	5	14	14	478	-0.1309820	0.0042104
1915	29	3	11	59	24	5	6	14	14	478	-0.1246399	0.0042104
1916	29	3	12	60	27	4	29	15	15	479	-0.1309134	0.0234036
1917	29	3	13	61	26	4	21	15	15	479	-0.1309362	0.0170059
1918	29	3	14	62	27	5	30	15	15	479	-0.1245713	0.0234036
1919	29	3	15	63	26	5	22	15	15	479	-0.1245941	0.0170059
1920	30	0	0	0	16	5	59	0	0	480	-0.1244799	-0.0489945
1921	30	0	1	1	16	4	60	0	0	480	-0.1308220	-0.0489945
1922	30	0	2	2	17	5	51	0	0	480	-0.1245027	-0.0425968
1923	30	0	3	3	17	4	52	0	0	480	-0.1308448	-0.0425968
1924	30	0	4	4	17	6	50	1	1	481	-0.1181606	-0.0425968
1925	30	0	5	5	17	7	49	1	1	481	-0.1118185	-0.0425968
1926	30	0	6	6	16	7	57	1	1	481	-0.1117956	-0.0489945
1927	30	0	7	7	16	6	58	1	1	481	-0.1181377	-0.0489945
1928	30	0	8	8	18	4	44	2	2	482	-0.1308677	-0.0361991
1929	30	0	9	9	19	4	36	2	2	482	-0.1308905	-0.0298013
1930	30	0	10	10	19	5	35	2	2	482	-0.1245484	-0.0298013
1931	30	0	11	11	18	5	43	2	2	482	-0.1245256	-0.0361991
1932	30	0	12	12	19	6	34	3	3	483	-0.1182063	-0.0298013
1933	30	0	13	13	19	7	33	3	3	483	-0.1118642	-0.0298013
1934	30	0	14	14	18	7	41	3	3	483	-0.1118414	-0.0361991
1935	30	0	15	15	18	6	42	3	3	483	-0.1181835	-0.0361991
1936	30	1	0	16	21	6	18	4	4	484	-0.1182520	-0.0170059
1937	30	1	1	17	20	6	26	4	4	484	-0.1182292	-0.0234036
1938	30	1	2	18	20	7	25	4	4	484	-0.1118871	-0.0234036
1939	30	1	3	19	21	7	17	4	4	484	-0.1119099	-0.0170059
1940	30	1	4	20	20	4	28	5	5	485	-0.1309134	-0.0234036
1941	30	1	5	21	21	5	19	5	5	485	-0.1245941	-0.0170059
1942	30	1	6	22	21	4	20	5	5	485	-0.1309362	-0.0170059
1943	30	1	7	23	20	5	27	5	5	485	-0.1245713	-0.0234036
1944	30	1	8	24	23	6	2	6	6	486	-0.1182978	-0.0042104
1945	30	1	9	25	23	7	1	6	6	486	-0.1119556	-0.0042104
1946	30	1	10	26	22	7	9	6	6	486	-0.1119328	-0.0106081
1947	30	1	11	27	22	6	10	6	6	486	-0.1182749	-0.0106081
1948	30	1	12	28	23	4	4	7	7	487	-0.1309820	-0.0042104
1949	30	1	13	29	22	4	12	7	7	487	-0.1309591	-0.0106081
1950	30	1	14	30	23	5	3	7	7	487	-0.1246399	-0.0042104
1951	30	1	15	31	22	5	11	7	7	487	-0.1246170	-0.0106081
1952	30	2	0	32	18	3	45	8	8	488	-0.1372098	-0.0361991
1953	30	2	1	33	19	3	37	8	8	488	-0.1372326	-0.0298013
1954	30	2	2	34	19	2	38	8	8	488	-0.1435747	-0.0298013
