pixel	slot	asic	channel	tmpix	row	col	sipmpix	triggerpatch	hvpatch	superpixel	xpix	ypix
406	6	1	6	22	26	35	20	5	5	101	0.0774306	0.0170059
407	6	1	7	23	27	34	27	5	5	101	0.0710377	0.0234036
408	6	1	8	24	24	33	2	6	6	102	0.0646998	0.0042104
409	6	1	9	25	24	32	1	6	6	102	0.0583207	0.0042104
410	6	1	10	26	25	32	9	6	6	102	0.0583069	0.0106081
411	6	1	11	27	25	33	10	6	6	102	0.0646861	0.0106081
412	6	1	12	28	24	35	4	7	7	103	0.0774581	0.0042104
413	6	1	13	29	25	35	12	7	7	103	0.0774443	0.0106081
414	6	1	14	30	24	34	3	7	7	103	0.0710790	0.0042104
415	6	1	15	31	25	34	11	7	7	103	0.0710652	0.0106081
416	6	2	0	32	29	36	45	8	8	104	0.0837685	0.0361991
417	6	2	1	33	28	36	37	8	8	104	0.0837823	0.0298013
418	6	2	2	34	28	37	38	8	8	104	0.0901614	0.0298013
419	6	2	3	35	29	37	46	8	8	104	0.0901477	0.0361991
420	6	2	4	36	30	38	55	9	9	105	0.0965131	0.0425968
421	6	2	5	37	31	39	64	9	9	105	0.1028785	0.0489945
422	6	2	6	38	30	39	56	9	9	105	0.1028922	0.0425968
423	6	2	7	39	31	38	63	9	9	105	0.0964993	0.0489945
424	6	2	8	40	31	37	62	10	10	106	0.0901202	0.0489945
425	6	2	9	41	30	36	53	10	10	106	0.0837548	0.0425968
426	6	2	10	42	30	37	54	10	10	106	0.0901339	0.0425968
427	6	2	11	43	31	36	61	10	10	106	0.0837410	0.0489945
428	6	2	12	44	29	39	48	11	11	107	0.1029059	0.0361991
429	6	2	13	45	28	39	40	11	11	107	0.1029197	0.0298013
430	6	2	14	46	29	38	47	11	11	107	0.0965268	0.0361991
431	6	2	15	47	28	38	39	11	11	107	0.0965405	0.0298013
432	6	3	0	48	24	38	7	12	12	108	0.0965955	0.0042104
433	6	3	1	49	24	39	8	12	12	108	0.1029746	0.0042104
434	6	3	2	50	25	38	15	12	12	108	0.0965818	0.0106081
435	6	3	3	51	25	39	16	12	12	108	0.1029609	0.0106081
436	6	3	4	52	26	38	23	13	13	109	0.0965680	0.0170059
437	6	3	5	53	27	38	31	13	13	109	0.0965543	0.0234036
438	6	3	6	54	26	39	24	13	13	109	0.1029472	0.0170059
439	6	3	7	55	27	39	32	13	13	109	0.1029334	0.0234036
440	6	3	8	56	25	36	13	14	14	110	0.0838235	0.0106081
441	6	3	9	57	25	37	14	14	14	110	0.0902026	0.0106081
442	6	3	10	58	24	36	5	14	14	110	0.0838372	0.0042104
443	6	3	11	59	24	37	6	14	14	110	0.0902164	0.0042104
444	6	3	12	60	27	36	29	15	15	111	0.0837960	0.0234036
445	6	3	13	61	26	36	21	15	15	111	0.0838097	0.0170059
446	6	3	14	62	27	37	30	15	15	111	0.0901751	0.0234036
447	6	3	15	63	26	37	22	15	15	111	0.0901889	0.0170059
448	7	0	0	0	16	37	59	0	0	112	0.0901202	-0.0489945
449	7	0	1	1	16	36	60	0	0	112	0.0837410	-0.0489945
450	7	0	2	2	17	37	51	0	0	112	0.0901339	-0.0425968
451	7	0	3	3	17	36	52	0	0	112	0.0837548	-0.0425968
452	7	0	4	4	17	38	50	1	1	113	0.0965131	-0.0425968
453	7	0	5	5	17	39	49	1	1	113	0.1028922	-0.0425968
454	7	0	6	6	16	39	57	1	1	113	0.1028785	-0.0489945
455	7	0	7	7	16	38	58	1	1	113	0.0964993	-0.0489945
456	7	0	8	8	18	36	44	2	2	114	0.0837685	-0.0361991
457	7	0	9	9	19	36	36	2	2	114	0.0837823	-0.0298013
458	7	0	10	10	19	37	35	2	2	114	0.0901614	-0.0298013
459	7	0	11	11	18	37	43	2	2	114	0.0901477	-0.0361991
460	7	0	12	12	19	38	34	3	3	115	0.0965405	-0.0298013
461	7	0	13	13	19	39	33	3	3	115	0.1029197	-0.0298013
462	7	0	14	14	18	39	41	3	3	115	0.1029059	-0.0361991
463	7	0	15	15	18	38	42	3	3	115	0.0965268	-0.0361991
464	7	1	0	16	21	38	18	4	4	116	0.0965680	-0.0170059
465	7	1	1	17	20	38	26	4	4	116	0.0965543	-0.0234036
466	7	1	2	18	20	39	25	4	4	116	0.1029334	-0.0234036
467	7	1	3	19	21	39	17	4	4	116	0.1029472	-0.0170059
468	7	1	4	20	20	36	28	5	5	117	0.0837960	-0.0234036
469	7	1	5	21	21	37	19	5	5	117	0.0901889	-0.0170059
470	7	1	6	22	21	36	20	5	5	117	0.0838097	-0.0170059
471	7	1	7	23	20	37	27	5	5	117	0.0901751	-0.0234036
472	7	1	8	24	23	38	2	6	6	118	0.0965955	-0.0042104
473	7	1	9	25	23	39	1	6	6	118	0.1029746	-0.0042104
474	7	1	10	26	22	39	9	6	6	118	0.1029609	-0.0106081
475	7	1	11	27	22	38	10	6	6	118	0.0965818	-0.0106081
476	7	1	12	28	23	36	4	7	7	119	0.0838372	-0.0042104
477	7	1	13	29	22	36	12	7	7	119	0.0838235	-0.0106081
478	7	1	14	30	23	37	3	7	7	119	0.0902164	-0.0042104
479	7	1	15	31	22	37	11	7	7	119	0.0902026	-0.0106081
480	7	2	0	32	18	35	45	8	8	120	0.0773894	-0.0361991
481	7	2	1	33	19	35	37	8	8	120	0.0774031	-0.0298013
482	7	2	2	34	19	34	38	8	8	120	0.0710240	-0.0298013
483	7	2	3	35	18	34	46	8	8	120	0.0710102	-0.0361991
484	7	2	4	36	17	33	55	9	9	121	0.0646174	-0.0425968
485	7	2	5	37	16	32	64	9	9	121	0.0582245	-0.0489945
486	7	2	6	38	17	32	56	9	9	121	0.0582382	-0.0425968
487	7	2	7	39	16	33	63	9	9	121	0.0646036	-0.0489945
488	7	2	8	40	16	34	62	10	10	122	0.0709828	-0.0489945
489	7	2	9	41	17	35	53	10	10	122	0.0773756	-0.0425968
490	7	2	10	42	17	34	54	10	10	122	0.0709965	-0.0425968
491	7	2	11	43	16	35	61	10	10	122	0.0773619	-0.0489945
492	7	2	12	44	18	32	48	11	11	123	0.0582520	-0.0361991
493	7	2	13	45	19	32	40	11	11	123	0.0582657	-0.0298013
494	7	2	14	46	18	33	47	11	11	123	0.0646311	-0.0361991
495	7	2	15	47	19	33	39	11	11	123	0.0646448	-0.0298013
496	7	3	0	48	23	33	7	12	12	124	0.0646998	-0.0042104
497	7	3	1	49	23	32	8	12	12	124	0.0583207	-0.0042104
498	7	3	2	50	22	33	15	12	12	124	0.0646861	-0.0106081
499	7	3	3	51	22	32	16	12	12	124	0.0583069	-0.0106081
500	7	3	4	52	21	33	23	13	13	125	0.0646723	-0.0170059
501	7	3	5	53	20	33	31	13	13	125	0.0646586	-0.0234036
502	7	3	6	54	21	32	24	13	13	125	0.0582932	-0.0170059
503	7	3	7	55	20	32	32	13	13	125	0.0582795	-0.0234036
504	7	3	8	56	22	35	13	14	14	126	0.0774443	-0.0106081
505	7	3	9	57	22	34	14	14	14	126	0.0710652	-0.0106081
506	7	3	10	58	23	35	5	14	14	126	0.0774581	-0.0042104
507	7	3	11	59	23	34	6	14	14	126	0.0710790	-0.0042104
508	7	3	12	60	20	35	29	15	15	127	0.0774169	-0.0234036
509	7	3	13	61	21	35	21	15	15	127	0.0774306	-0.0170059
510	7	3	14	62	20	34	30	15	15	127	0.0710377	-0.0234036
511	7	3	15	63	21	34	22	15	15	127	0.0710515	-0.0170059
512	8	0	0	0	15	34	59	0	0	128	0.0709467	-0.0573923
513	8	0	1	1	15	35	60	0	0	128	0.0773258	-0.0573923
514	8	0	2	2	14	34	51	0	0	128	0.0709055	-0.0637719
515	8	0	3	3	14	35	52	0	0	128	0.0772846	-0.0637719
516	8	0	4	4	14	33	50	1	1	129	0.0645263	-0.0637719
517	8	0	5	5	14	32	49	1	1	129	0.0581472	-0.0637719
518	8	0	6	6	15	32	57	1	1	129	0.0581884	-0.0573923
519	8	0	7	7	15	33	58	1	1	129	0.0645675	-0.0573923
520	8	0	8	8	13	35	44	2	2	130	0.0772434	-0.0701515
521	8	0	9	9	12	35	36	2	2	130	0.0772022	-0.0765311
522	8	0	10	10	12	34	35	2	2	130	0.0708231	-0.0765311
523	8	0	11	11	13	34	43	2	2	130	0.0708643	-0.0701515
524	8	0	12	12	12	33	34	3	3	131	0.0644440	-0.0765311
525	8	0	13	13	12	32	33	3	3	131	0.0580648	-0.0765311
526	8	0	14	14	13	32	41	3	3	131	0.0581060	-0.0701515
527	8	0	15	15	13	33	42	3	3	131	0.0644852	-0.0701515
528	8	1	0	16	10	33	18	4	4	132	0.0643616	-0.0892903
529	8	1	1	17	11	33	26	4	4	132	0.0644028	-0.0829107
530	8	1	2	18	11	32	25	4	4	132	0.0580236	-0.0829107
531	8	1	3	19	10	32	17	4	4	132	0.0579825	-0.0892903
532	8	1	4	20	11	35	28	5	5	133	0.0771611	-0.0829107
533	8	1	5	21	10	34	19	5	5	133	0.0707407	-0.0892903
534	8	1	6	22	10	35	20	5	5	133	0.0771199	-0.0892903
535	8	1	7	23	11	34	27	5	5	133	0.0707819	-0.0829107
536	8	1	8	24	8	33	2	6	6	134	0.0642792	-0.1020495
537	8	1	9	25	8	32	1	6	6	134	0.0579001	-0.1020495
538	8	1	10	26	9	32	9	6	6	134	0.0579413	-0.0956699
539	8	1	11	27	9	33	10	6	6	134	0.0643204	-0.0956699
540	8	1	12	28	8	35	4	7	7	135	0.0770375	-0.1020495
541	8	1	13	29	9	35	12	7	7	135	0.0770787	-0.0956699
542	8	1	14	30	8	34	3	7	7	135	0.0706584	-0.1020495
543	8	1	15	31	9	34	11	7	7	135	0.0706996	-0.0956699
544	8	2	0	32	13	36	45	8	8	136	0.0836226	-0.0701515
545	8	2	1	33	12	36	37	8	8	136	0.0835814	-0.0765311
546	8	2	2	34	12	37	38	8	8	136	0.0899605	-0.0765311
547	8	2	3	35	13	37	46	8	8	136	0.0900017	-0.0701515
548	8	2	4	36	14	38	55	9	9	137	0.0964220	-0.0637719
549	8	2	5	37	15	39	64	9	9	137	0.1028424	-0.0573923
550	8	2	6	38	14	39	56	9	9	137	0.1028012	-0.0637719
551	8	2	7	39	15	38	63	9	9	137	0.0964632	-0.0573923
552	8	2	8	40	15	37	62	10	10	138	0.0900841	-0.0573923
553	8	2	9	41	14	36	53	10	10	138	0.0836638	-0.0637719
554	8	2	10	42	14	37	54	10	10	138	0.0900429	-0.0637719
555	8	2	11	43	15	36	61	10	10	138	0.0837049	-0.0573923
556	8	2	12	44	13	39	48	11	11	139	0.1027600	-0.0701515
557	8	2	13	45	12	39	40	11	11	139	0.1027188	-0.0765311
558	8	2	14	46	13	38	47	11	11	139	0.0963808	-0.0701515
559	8	2	15	47	12	38	39	11	11	139	0.0963397	-0.0765311
560	8	3	0	48	8	38	7	12	12	140	0.0961749	-0.1020495
561	8	3	1	49	8	39	8	12	12	140	0.1025541	-0.1020495
562	8	3	2	50	9	38	15	12	12	140	0.0962161	-0.0956699
563	8	3	3	51	9	39	16	12	12	140	0.1025952	-0.0956699
564	8	3	4	52	10	38	23	13	13	141	0.0962573	-0.0892903
565	8	3	5	53	11	38	31	13	13	141	0.0962985	-0.0829107
566	8	3	6	54	10	39	24	13	13	141	0.1026364	-0.0892903
567	8	3	7	55	11	39	32	13	13	141	0.1026776	-0.0829107
568	8	3	8	56	9	36	13	14	14	142	0.0834578	-0.0956699
569	8	3	9	57	9	37	14	14	14	142	0.0898370	-0.0956699
570	8	3	10	58	8	36	5	14	14	142	0.0834166	-0.1020495
571	8	3	11	59	8	37	6	14	14	142	0.0897958	-0.1020495
572	8	3	12	60	11	36	29	15	15	143	0.0835402	-0.0829107
573	8	3	13	61	10	36	21	15	15	143	0.0834990	-0.0892903
574	8	3	14	62	11	37	30	15	15	143	0.0899193	-0.0829107
575	8	3	15	63	10	37	22	15	15	143	0.0898782	-0.0892903
576	9	0	0	0	0	37	59	0	0	144	0.0892441	-0.1548154
577	9	0	1	1	0	36	60	0	0	144	0.0828650	-0.1548154
578	9	0	2	2	1	37	51	0	0	144	0.0893126	-0.1484720
579	9	0	3	3	1	36	52	0	0	144	0.0829335	-0.1484720
580	9	0	4	4	1	38	50	1	1	145	0.0956918	-0.1484720
581	9	0	5	5	1	39	49	1	1	145	0.1020709	-0.1484720
582	9	0	6	6	0	39	57	1	1	145	0.1020024	-0.1548154
583	9	0	7	7	0	38	58	1	1	145	0.0956232	-0.1548154
584	9	0	8	8	2	36	44	2	2	146	0.0830020	-0.1421286
585	9	0	9	9	3	36	36	2	2	146	0.0830705	-0.1357852
586	9	0	10	10	3	37	35	2	2	146	0.0894496	-0.1357852
587	9	0	11	11	2	37	43	2	2	146	0.0893811	-0.1421286
588	9	0	12	12	3	38	34	3	3	147	0.0958288	-0.1357852
589	9	0	13	13	3	39	33	3	3	147	0.1022079	-0.1357852
590	9	0	14	14	2	39	41	3	3	147	0.1021394	-0.1421286
591	9	0	15	15	2	38	42	3	3	147	0.0957603	-0.1421286
592	9	1	0	16	5	38	18	4	4	148	0.0959658	-0.1230984
593	9	1	1	17	4	38	26	4	4	148	0.0958973	-0.1294418
594	9	1	2	18	4	39	25	4	4	148	0.1022764	-0.1294418
595	9	1	3	19	5	39	17	4	4	148	0.1023449	-0.1230984
596	9	1	4	20	4	36	28	5	5	149	0.0831390	-0.1294418
597	9	1	5	21	5	37	19	5	5	149	0.0895867	-0.1230984
598	9	1	6	22	5	36	20	5	5	149	0.0832075	-0.1230984
599	9	1	7	23	4	37	27	5	5	149	0.0895181	-0.1294418
600	9	1	8	24	7	38	2	6	6	150	0.0961028	-0.1104116
601	9	1	9	25	7	39	1	6	6	150	0.1024820	-0.1104116
602	9	1	10	26	6	39	9	6	6	150	0.1024134	-0.1167550
603	9	1	11	27	6	38	10	6	6	150	0.0960343	-0.1167550
604	9	1	12	28	7	36	4	7	7	151	0.0833445	-0.1104116
605	9	1	13	29	6	36	12	7	7	151	0.0832760	-0.1167550
606	9	1	14	30	7	37	3	7	7	151	0.0897237	-0.1104116
607	9	1	15	31	6	37	11	7	7	151	0.0896552	-0.1167550
608	9	2	0	32	2	35	45	8	8	152	0.0766228	-0.1421286
609	9	2	1	33	3	35	37	8	8	152	0.0766914	-0.1357852
610	9	2	2	34	3	34	38	8	8	152	0.0703122	-0.1357852
611	9	2	3	35	2	34	46	8	8	152	0.0702437	-0.1421286
612	9	2	4	36	1	33	55	9	9	153	0.0637961	-0.1484720
613	9	2	5	37	0	32	64	9	9	153	0.0573484	-0.1548154
614	9	2	6	38	1	32	56	9	9	153	0.0574169	-0.1484720
615	9	2	7	39	0	33	63	9	9	153	0.0637276	-0.1548154
616	9	2	8	40	0	34	62	10	10	154	0.0701067	-0.1548154
617	9	2	9	41	1	35	53	10	10	154	0.0765543	-0.1484720
618	9	2	10	42	1	34	54	10	10	154	0.0701752	-0.1484720
619	9	2	11	43	0	35	61	10	10	154	0.0764858	-0.1548154
620	9	2	12	44	2	32	48	11	11	155	0.0574854	-0.1421286
621	9	2	13	45	3	32	40	11	11	155	0.0575539	-0.1357852
622	9	2	14	46	2	33	47	11	11	155	0.0638646	-0.1421286
623	9	2	15	47	3	33	39	11	11	155	0.0639331	-0.1357852
624	9	3	0	48	7	33	7	12	12	156	0.0642071	-0.1104116
625	9	3	1	49	7	32	8	12	12	156	0.0578280	-0.1104116
626	9	3	2	50	6	33	15	12	12	156	0.0641386	-0.1167550
627	9	3	3	51	6	32	16	12	12	156	0.0577595	-0.1167550
628	9	3	4	52	5	33	23	13	13	157	0.0640701	-0.1230984
629	9	3	5	53	4	33	31	13	13	157	0.0640016	-0.1294418
630	9	3	6	54	5	32	24	13	13	157	0.0576910	-0.1230984
631	9	3	7	55	4	32	32	13	13	157	0.0576225	-0.1294418
632	9	3	8	56	6	35	13	14	14	158	0.0768969	-0.1167550
633	9	3	9	57	6	34	14	14	14	158	0.0705178	-0.1167550
634	9	3	10	58	7	35	5	14	14	158	0.0769654	-0.1104116
635	9	3	11	59	7	34	6	14	14	158	0.0705863	-0.1104116
636	9	3	12	60	4	35	29	15	15	159	0.0767599	-0.1294418
637	9	3	13	61	5	35	21	15	15	159	0.0768284	-0.1230984
638	9	3	14	62	4	34	30	15	15	159	0.0703807	-0.1294418
639	9	3	15	63	5	34	22	15	15	159	0.0704492	-0.1230984
640	10	0	0	0	47	26	59	0	0	160	0.0169876	0.1548154
641	10	0	1	1	47	27	60	0	0	160	0.0233853	0.1548154
642	10	0	2	2	46	26	51	0	0	160	0.0170105	0.1484720
643	10	0	3	3	46	27	52	0	0	160	0.0234082	0.1484720
644	10	0	4	4	46	25	50	1	1	161	0.0106128	0.1484720
645	10	0	5	5	46	24	49	1	1	161	0.0042151	0.1484720
646	10	0	6	6	47	24	57	1	1	161	0.0041923	0.1548154
647	10	0	7	7	47	25	58	1	1	161	0.0105899	0.1548154
648	10	0	8	8	45	27	44	2	2	162	0.0234310	0.1421286
649	10	0	9	9	44	27	36	2	2	162	0.0234539	0.1357852
650	10	0	10	10	44	26	35	2	2	162	0.0170562	0.1357852
651	10	0	11	11	45	26	43	2	2	162	0.0170333	0.1421286
652	10	0	12	12	44	25	34	3	3	163	0.0106585	0.1357852
653	10	0	13	13	44	24	33	3	3	163	0.0042608	0.1357852
654	10	0	14	14	45	24	41	3	3	163	0.0042380	0.1421286
655	10	0	15	15	45	25	42	3	3	163	0.0106357	0.1421286
656	10	1	0	16	42	25	18	4	4	164	0.0107042	0.1230984
657	10	1	1	17	43	25	26	4	4	164	0.0106814	0.1294418
658	10	1	2	18	43	24	25	4	4	164	0.0042837	0.1294418
659	10	1	3	19	42	24	17	4	4	164	0.0043066	0.1230984
660	10	1	4	20	43	27	28	5	5	165	0.0234767	0.1294418
661	10	1	5	21	42	26	19	5	5	165	0.0171019	0.1230984
662	10	1	6	22	42	27	20	5	5	165	0.0234996	0.1230984
663	10	1	7	23	43	26	27	5	5	165	0.0170791	0.1294418
664	10	1	8	24	40	25	2	6	6	166	0.0107500	0.1104116
665	10	1	9	25	40	24	1	6	6	166	0.0043523	0.1104116
666	10	1	10	26	41	24	9	6	6	166	0.0043294	0.1167550
667	10	1	11	27	41	25	10	6	6	166	0.0107271	0.1167550
668	10	1	12	28	40	27	4	7	7	167	0.0235453	0.1104116
669	10	1	13	29	41	27	12	7	7	167	0.0235225	0.1167550
670	10	1	14	30	40	26	3	7	7	167	0.0171476	0.1104116
671	10	1	15	31	41	26	11	7	7	167	0.0171248	0.1167550
672	10	2	0	32	45	28	45	8	8	168	0.0298287	0.1421286
673	10	2	1	33	44	28	37	8	8	168	0.0298516	0.1357852
674	10	2	2	34	44	29	38	8	8	168	0.0362492	0.1357852
675	10	2	3	35	45	29	46	8	8	168	0.0362264	0.1421286
676	10	2	4	36	46	30	55	9	9	169	0.0426012	0.1484720
677	10	2	5	37	47	31	64	9	9	169	0.0489760	0.1548154
678	10	2	6	38	46	31	56	9	9	169	0.0489989	0.1484720
679	10	2	7	39	47	30	63	9	9	169	0.0425784	0.1548154
680	10	2	8	40	47	29	62	10	10	170	0.0361807	0.1548154
681	10	2	9	41	46	28	53	10	10	170	0.0298058	0.1484720
682	10	2	10	42	46	29	54	10	10	170	0.0362035	0.1484720
683	10	2	11	43	47	28	61	10	10	170	0.0297830	0.1548154
684	10	2	12	44	45	31	48	11	11	171	0.0490218	0.1421286
685	10	2	13	45	44	31	40	11	11	171	0.0490446	0.1357852
686	10	2	14	46	45	30	47	11	11	171	0.0426241	0.1421286
687	10	2	15	47	44	30	39	11	11	171	0.0426469	0.1357852
688	10	3	0	48	40	30	7	12	12	172	0.0427384	0.1104116
689	10	3	1	49	40	31	8	12	12	172	0.0491360	0.1104116
690	10	3	2	50	41	30	15	12	12	172	0.0427155	0.1167550
691	10	3	3	51	41	31	16	12	12	172	0.0491132	0.1167550
692	10	3	4	52	42	30	23	13	13	173	0.0426926	0.1230984
693	10	3	5	53	43	30	31	13	13	173	0.0426698	0.1294418
694	10	3	6	54	42	31	24	13	13	173	0.0490903	0.1230984
695	10	3	7	55	43	31	32	13	13	173	0.0490675	0.1294418
696	10	3	8	56	41	28	13	14	14	174	0.0299201	0.1167550
697	10	3	9	57	41	29	14	14	14	174	0.0363178	0.1167550
698	10	3	10	58	40	28	5	14	14	174	0.0299430	0.1104116
699	10	3	11	59	40	29	6	14	14	174	0.0363407	0.1104116
700	10	3	12	60	43	28	29	15	15	175	0.0298744	0.1294418
701	10	3	13	61	42	28	21	15	15	175	0.0298973	0.1230984
702	10	3	14	62	43	29	30	15	15	175	0.0362721	0.1294418
703	10	3	15	63	42	29	22	15	15	175	0.0362950	0.1230984
704	11	0	0	0	32	29	59	0	0	176	0.0364609	0.0573923
705	11	0	1	1	32	28	60	0	0	176	0.0300633	0.0573923
706	11	0	2	2	33	29	51	0	0	176	0.0364472	0.0637719
707	11	0	3	3	33	28	52	0	0	176	0.0300495	0.0637719
708	11	0	4	4	33	30	50	1	1	177	0.0428449	0.0637719
709	11	0	5	5	33	31	49	1	1	177	0.0492426	0.0637719
710	11	0	6	6	32	31	57	1	1	177	0.0492563	0.0573923
711	11	0	7	7	32	30	58	1	1	177	0.0428586	0.0573923
712	11	0	8	8	34	28	44	2	2	178	0.0300358	0.0701515
713	11	0	9	9	35	28	36	2	2	178	0.0300220	0.0765311
714	11	0	10	10	35	29	35	2	2	178	0.0364197	0.0765311
715	11	0	11	11	34	29	43	2	2	178	0.0364334	0.0701515
716	11	0	12	12	35	30	34	3	3	179	0.0428174	0.0765311
717	11	0	13	13	35	31	33	3	3	179	0.0492151	0.0765311
718	11	0	14	14	34	31	41	3	3	179	0.0492288	0.0701515
719	11	0	15	15	34	30	42	3	3	179	0.0428311	0.0701515
720	11	1	0	16	37	30	18	4	4	180	0.0427899	0.0892903
721	11	1	1	17	36	30	26	4	4	180	0.0428036	0.0829107
722	11	1	2	18	36	31	25	4	4	180	0.0492013	0.0829107
723	11	1	3	19	37	31	17	4	4	180	0.0491876	0.0892903
724	11	1	4	20	36	28	28	5	5	181	0.0300083	0.0829107
725	11	1	5	21	37	29	19	5	5	181	0.0363922	0.0892903
726	11	1	6	22	37	28	20	5	5	181	0.0299945	0.0892903
727	11	1	7	23	36	29	27	5	5	181	0.0364060	0.0829107
728	11	1	8	24	39	30	2	6	6	182	0.0427624	0.1020495
729	11	1	9	25	39	31	1	6	6	182	0.0491601	0.1020495
730	11	1	10	26	38	31	9	6	6	182	0.0491738	0.0956699
731	11	1	11	27	38	30	10	6	6	182	0.0427762	0.0956699
732	11	1	12	28	39	28	4	7	7	183	0.0299671	0.1020495
733	11	1	13	29	38	28	12	7	7	183	0.0299808	0.0956699
734	11	1	14	30	39	29	3	7	7	183	0.0363647	0.1020495
735	11	1	15	31	38	29	11	7	7	183	0.0363785	0.0956699
736	11	2	0	32	34	27	45	8	8	184	0.0236381	0.0701515
737	11	2	1	33	35	27	37	8	8	184	0.0236243	0.0765311
738	11	2	2	34	35	26	38	8	8	184	0.0172267	0.0765311
739	11	2	3	35	34	26	46	8	8	184	0.0172404	0.0701515
740	11	2	4	36	33	25	55	9	9	185	0.0108565	0.0637719
741	11	2	5	37	32	24	64	9	9	185	0.0044725	0.0573923
742	11	2	6	38	33	24	56	9	9	185	0.0044588	0.0637719
743	11	2	7	39	32	25	63	9	9	185	0.0108702	0.0573923
744	11	2	8	40	32	26	62	10	10	186	0.0172679	0.0573923
745	11	2	9	41	33	27	53	10	10	186	0.0236518	0.0637719
746	11	2	10	42	33	26	54	10	10	186	0.0172541	0.0637719
747	11	2	11	43	32	27	61	10	10	186	0.0236656	0.0573923
748	11	2	12	44	34	24	48	11	11	187	0.0044450	0.0701515
749	11	2	13	45	35	24	40	11	11	187	0.0044313	0.0765311
750	11	2	14	46	34	25	47	11	11	187	0.0108427	0.0701515
751	11	2	15	47	35	25	39	11	11	187	0.0108290	0.0765311
752	11	3	0	48	39	25	7	12	12	188	0.0107740	0.1020495
753	11	3	1	49	39	24	8	12	12	188	0.0043763	0.1020495
754	11	3	2	50	38	25	15	12	12	188	0.0107878	0.0956699
755	11	3	3	51	38	24	16	12	12	188	0.0043901	0.0956699
756	11	3	4	52	37	25	23	13	13	189	0.0108015	0.0892903
757	11	3	5	53	36	25	31	13	13	189	0.0108152	0.0829107
758	11	3	6	54	37	24	24	13	13	189	0.0044038	0.0892903
759	11	3	7	55	36	24	32	13	13	189	0.0044176	0.0829107
760	11	3	8	56	38	27	13	14	14	190	0.0235831	0.0956699
761	11	3	9	57	38	26	14	14	14	190	0.0171854	0.0956699
762	11	3	10	58	39	27	5	14	14	190	0.0235694	0.1020495
763	11	3	11	59	39	26	6	14	14	190	0.0171717	0.1020495
764	11	3	12	60	36	27	29	15	15	191	0.0236106	0.0829107
765	11	3	13	61	37	27	21	15	15	191	0.0235969	0.0892903
766	11	3	14	62	36	26	30	15	15	191	0.0172129	0.0829107
767	11	3	15	63	37	26	22	15	15	191	0.0171992	0.0892903
768	12	0	0	0	31	26	59	0	0	192	0.0172797	0.0492944
769	12	0	1	1	31	27	60	0	0	192	0.0236774	0.0492944
770	12	0	2	2	30	26	51	0	0	192	0.0172843	0.0428967
771	12	0	3	3	30	27	52	0	0	192	0.0236820	0.0428967
772	12	0	4	4	30	25	50	1	1	193	0.0108866	0.0428967
773	12	0	5	5	30	24	49	1	1	193	0.0044889	0.0428967
774	12	0	6	6	31	24	57	1	1	193	0.0044844	0.0492944
775	12	0	7	7	31	25	58	1	1	193	0.0108820	0.0492944
776	12	0	8	8	29	27	44	2	2	194	0.0236866	0.0364989
777	12	0	9	9	28	27	36	2	2	194	0.0236912	0.0301012
778	12	0	10	10	28	26	35	2	2	194	0.0172935	0.0301012
779	12	0	11	11	29	26	43	2	2	194	0.0172889	0.0364989
780	12	0	12	12	28	25	34	3	3	195	0.0108958	0.0301012
781	12	0	13	13	28	24	33	3	3	195	0.0044981	0.0301012
782	12	0	14	14	29	24	41	3	3	195	0.0044935	0.0364989
783	12	0	15	15	29	25	42	3	3	195	0.0108912	0.0364989
784	12	1	0	16	26	25	18	4	4	196	0.0109050	0.0173057
785	12	1	1	17	27	25	26	4	4	196	0.0109004	0.0237035
786	12	1	2	18	27	24	25	4	4	196	0.0045027	0.0237035
787	12	1	3	19	26	24	17	4	4	196	0.0045073	0.0173057
788	12	1	4	20	27	27	28	5	5	197	0.0236957	0.0237035
789	12	1	5	21	26	26	19	5	5	197	0.0173026	0.0173057
790	12	1	6	22	26	27	20	5	5	197	0.0237003	0.0173057
791	12	1	7	23	27	26	27	5	5	197	0.0172981	0.0237035
792	12	1	8	24	24	25	2	6	6	198	0.0109141	0.0045103
793	12	1	9	25	24	24	1	6	6	198	0.0045165	0.0045103
794	12	1	10	26	25	24	9	6	6	198	0.0045119	0.0109080
795	12	1	11	27	25	25	10	6	6	198	0.0109095	0.0109080
796	12	1	12	28	24	27	4	7	7	199	0.0237095	0.0045103
797	12	1	13	29	25	27	12	7	7	199	0.0237049	0.0109080
798	12	1	14	30	24	26	3	7	7	199	0.0173118	0.0045103
